,Assvie,Sexe,Age,Couple,Statmat,Nat,Dip,Occ,Work,Statpro,Herit,Pere,Mere,Gpp,Gpm,Evtgrav,Livep,Eplog,Epsal,Vmob,Livdf,Pel,Cel,Pep,Assdec,Retraite,Capi,Pea,Urbani,Zres,Nbenf,Logt,Terre,Dette,Detlog,Detvo
4174,O,F,59,O,mar,fra,tec,act,catB,pub,O,N,O,N,N,O,O,N,N,N,O,N,N,O,N,N,N,N,U4,nor,2,prop,N,O,N,O
4175,O,F,40,O,mar,fra,bac+2,act,emp,pub,N,O,O,N,O,O,O,O,N,O,O,O,O,N,N,O,N,O,U4,nor,0,prop,N,O,O,N
4176,N,F,85,N,veu,fra,cep,ret,,ind,O,N,N,N,N,N,O,O,N,O,O,N,O,N,N,N,N,O,U4,nor,2,prop,N,N,N,N
4177,N,H,57,O,mar,fra,tec,ina,catC,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,3,prop,N,N,N,N
4178,N,F,56,O,mar,fra,sans,ina,catC,priv,N,O,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,3,prop,N,N,N,N
4179,N,H,30,O,mar,fra,bepc,act,catC,priv,N,O,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,0,prop,N,O,O,N
4180,N,F,27,O,mar,fra,bact,act,catB,priv,N,O,O,N,O,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,0,prop,N,O,O,N
4181,O,H,45,O,mar,fra,bac+5,act,catA,pub,N,O,O,N,N,O,O,O,N,N,O,N,O,N,N,N,N,N,U4,nor,0,prop,N,N,N,N
4182,N,F,42,O,mar,fra,bacg,ina,emp,pub,N,N,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,0,prop,N,N,N,N
4183,N,H,48,O,mar,nat,tec,ina,catC,priv,N,O,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,0,prop,N,N,N,N
4184,N,F,26,N,cel,fra,,ina,emp,pub,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,0,prop,N,N,N,N
4185,N,F,25,N,cel,fra,,ina,,,N,,,,,,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,0,prop,N,N,N,N
4186,N,H,41,O,mar,fra,sans,act,catC,priv,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,5,loc,N,N,N,N
4187,N,F,43,O,mar,fra,sans,act,emp,priv,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,5,loc,N,N,N,N
4188,O,H,46,N,cel,fra,,act,emp,priv,N,,,,,,O,O,O,N,O,O,N,N,N,N,N,N,U4,nor,0,prop,N,N,N,N
4189,N,F,65,N,div,fra,bac+2,ret,catB,pub,O,N,N,N,N,N,O,N,N,O,O,N,N,O,N,N,N,O,U4,nor,2,prop,N,N,N,N
4190,O,F,75,N,mar,fra,sans,ret,emp,priv,O,N,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,O,U4,nor,4,prop,N,N,N,N
4191,O,H,80,O,mar,fra,bacg,ret,catA,priv,O,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,N,U4,nor,4,prop,N,O,N,O
4192,O,F,79,O,mar,fra,bacg,ret,emp,pub,O,N,N,N,N,O,O,N,N,O,O,N,N,O,N,N,N,O,U4,nor,4,prop,N,O,N,O
4193,O,H,40,N,cel,fra,,act,emp,priv,N,,,,,,O,O,O,O,O,N,O,N,N,N,N,O,U4,nor,4,prop,N,O,N,O
4194,O,H,80,O,mar,fra,bac+5,ret,catA,pub,O,N,N,N,N,O,O,O,N,O,O,O,O,N,N,N,N,O,U4,nor,4,prop,N,N,N,N
4195,N,F,78,O,mar,fra,bac+5,ret,catA,pub,O,N,N,N,N,N,N,N,N,O,N,N,N,N,N,N,N,O,U4,nor,4,prop,N,N,N,N
4196,O,H,31,O,cel,fra,bac+5,ina,catA,priv,N,O,O,N,O,N,O,N,N,O,O,N,N,N,O,N,N,O,U4,nor,0,loc,N,O,N,O
4197,N,F,57,N,mar,etr,bac+5,ina,catA,pub,N,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,1,prop,N,O,O,N
4198,N,F,36,N,cel,fra,bacg,act,emp,pub,N,O,O,N,O,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,0,loc,N,N,N,N
4199,N,F,32,O,mar,fra,tec,act,catA,priv,N,O,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,0,prop,N,O,O,O
4200,O,H,33,O,mar,fra,bac+5,act,catA,pub,O,O,O,N,O,O,O,O,N,O,O,O,O,N,N,N,N,O,U4,nor,0,prop,N,O,O,N
4201,N,F,31,O,mar,fra,bac+5,act,catA,priv,N,O,O,N,N,O,O,O,N,O,O,N,O,N,N,N,N,O,U4,nor,0,prop,N,O,O,N
4202,N,H,60,O,mar,etr,bac+2,act,,ind,N,N,N,N,N,O,O,O,O,N,O,O,O,N,N,O,N,N,U4,nor,4,prop,N,N,N,N
4203,O,F,63,N,veu,fra,bepc,ret,catA,pub,N,N,O,N,N,N,N,N,N,N,N,N,N,O,N,N,N,N,U4,nor,2,prop,N,O,O,N
4204,N,H,41,N,div,fra,,ina,catA,priv,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,1,prop,N,O,O,N
4205,N,H,56,O,mar,fra,sans,ina,catC,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,1,prop,N,O,N,O
4206,N,F,58,O,mar,fra,sans,act,emp,priv,O,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,1,prop,N,O,N,O
4207,N,F,29,N,cel,fra,,act,emp,priv,N,,,,,,N,O,N,N,N,O,N,N,N,N,N,N,U4,nor,1,prop,N,O,N,O
4208,N,F,74,O,cel,fra,,ret,emp,priv,N,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,9,loc,N,O,N,N
4209,N,H,46,N,cel,fra,,ina,,,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,9,loc,N,O,N,N
4210,N,H,60,O,mar,etr,sans,ret,catC,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,1,prop,N,O,N,O
4211,N,F,51,O,mar,etr,,ina,,,N,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,1,prop,N,O,N,O
4212,N,H,41,O,cel,fra,sans,act,emp,priv,N,O,O,N,N,O,N,O,O,N,N,O,N,N,N,N,N,N,U4,nor,0,loc,N,O,N,N
4213,N,F,34,O,cel,fra,sans,act,emp,priv,N,N,O,O,O,N,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,0,loc,N,O,N,N
4214,N,F,53,N,div,nat,sans,ina,catC,priv,N,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,3,loc,N,O,N,N
4215,N,F,57,O,mar,etr,,ina,,,N,N,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,3,prop,N,N,N,N
4216,N,H,28,N,cel,fra,,ina,,,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,3,prop,N,N,N,N
4217,O,H,84,O,mar,fra,bact,ret,catA,priv,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,1,prop,N,N,N,N
4218,O,F,82,O,mar,fra,cep,ret,emp,priv,N,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,1,prop,N,N,N,N
4219,N,H,54,O,mar,fra,sans,act,catC,priv,N,N,O,N,N,N,N,N,N,N,N,N,N,N,O,N,N,N,U4,nor,1,prop,N,N,N,N
4220,N,F,53,O,mar,fra,sans,ina,catC,priv,N,N,N,N,N,N,N,N,N,N,N,N,N,N,O,N,N,N,U4,nor,1,prop,N,N,N,N
4221,N,H,36,O,mar,fra,tec,act,,ind,N,O,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,1,prop,N,O,O,O
4222,N,F,38,O,mar,fra,bepc,act,,ind,N,N,O,N,N,N,O,N,N,N,O,N,N,N,O,N,N,N,U4,nor,1,prop,N,O,O,O
4223,O,H,72,N,mar,fra,bepc,ret,catA,priv,N,N,N,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,U4,nor,2,prop,N,N,N,N
4224,N,F,22,O,cel,fra,bac+5,ina,,,N,N,O,O,O,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,0,loc,N,N,N,N
4225,O,F,38,N,cel,fra,bac+2,act,catA,pub,O,O,O,N,N,O,O,O,N,O,O,O,O,N,N,N,N,O,U4,nor,0,loc,N,N,N,N
4226,N,F,72,N,veu,fra,cep,ret,catC,priv,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,3,loc,N,N,N,N
4227,N,H,38,N,div,etr,bepc,act,emp,priv,N,O,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,1,loc,N,N,N,N
4228,N,H,44,O,mar,fra,tec,act,catC,priv,N,O,O,N,N,N,O,N,O,N,O,N,N,N,N,N,N,N,U4,nor,0,prop,N,O,O,N
4229,N,H,32,O,mar,fra,bacg,act,catA,pub,O,O,O,N,O,O,O,O,N,O,O,O,N,N,N,N,N,O,U4,nor,0,prop,N,O,O,N
4230,N,F,36,O,mar,fra,bac+5,act,catA,pub,O,O,O,N,N,N,O,O,N,O,O,O,O,N,N,N,N,O,U4,nor,0,prop,N,O,O,N
4231,N,F,53,N,mar,fra,bac+2,act,catA,priv,N,N,N,N,N,O,O,N,O,N,O,N,N,N,N,N,N,N,U4,nor,0,loc,N,O,N,N
4232,N,H,30,N,cel,fra,,ina,,ind,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,0,loc,N,O,N,N
4233,N,H,24,N,cel,fra,bac+2,ina,,,N,O,O,O,O,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,0,loc,N,O,N,N
4234,N,H,44,O,mar,fra,bac+5,act,catA,pub,O,O,O,N,N,O,O,O,N,O,O,O,O,N,N,N,N,N,U4,nor,0,prop,N,N,N,N
4235,N,F,42,O,mar,fra,bac+5,act,catB,priv,O,N,O,N,N,N,O,O,O,N,O,O,N,N,N,N,N,N,U4,nor,0,prop,N,N,N,N
4236,O,F,27,N,cel,fra,bac+2,act,catB,priv,O,O,O,N,N,O,O,O,N,N,O,O,N,N,N,N,N,N,U4,nor,0,loc,N,N,N,N
4237,O,F,55,N,cel,fra,bac+2,act,catA,priv,N,N,N,N,N,O,O,N,O,N,O,N,N,N,N,N,N,N,U4,nor,0,prop,N,O,N,N
4238,O,F,82,N,veu,fra,sans,ret,emp,priv,O,N,N,N,N,O,O,O,N,O,O,O,N,O,N,N,N,O,U4,nor,1,loc,N,N,N,N
4239,O,H,60,N,cel,fra,,act,Waut,priv,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,1,loc,N,N,N,N
4240,N,F,53,N,mar,fra,cep,act,emp,priv,N,O,O,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,0,prop,N,N,N,N
4241,N,F,21,N,cel,fra,bac+5,ina,,,O,O,O,O,O,O,O,O,N,N,O,O,N,N,N,N,N,N,U4,nor,0,loc,N,O,N,N
4242,N,H,22,N,cel,fra,,ina,,,N,,,,,,O,O,N,O,O,O,N,N,N,N,N,N,U4,nor,0,prop,N,N,N,N
4243,N,F,50,N,cel,fra,bac+5,act,catA,pub,N,N,O,N,N,O,O,O,N,N,O,O,N,N,N,N,N,N,U4,nor,0,loc,N,O,N,O
4244,O,H,68,N,veu,fra,cep,ret,,ind,O,N,N,N,N,N,O,O,N,O,O,O,N,O,N,N,N,O,U4,nor,2,loc,N,N,N,N
4245,N,H,21,O,cel,etr,bac+5,ina,,,N,O,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,0,loc,N,N,N,N
4246,N,F,22,O,cel,etr,bac+5,ina,,,N,O,O,O,O,O,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,0,loc,N,N,N,N
4247,N,H,63,N,div,fra,,ret,catC,priv,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,2,prop,N,N,N,N
4248,N,F,49,N,div,nat,bac+5,ina,emp,priv,N,O,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,0,loc,N,N,N,N
4249,N,F,25,N,cel,fra,,ina,,,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,0,loc,N,N,N,N
4250,N,F,79,N,veu,fra,cep,ina,catC,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,1,prop,N,N,N,N
4251,N,H,39,O,mar,fra,bacg,act,emp,pub,N,O,O,N,N,N,O,O,N,N,O,N,O,N,N,N,N,N,U4,nor,0,prop,N,O,O,N
4252,N,F,26,O,mar,fra,tec,act,emp,priv,N,O,O,O,O,N,O,O,N,N,O,N,O,N,N,N,N,N,U4,nor,0,prop,N,O,O,N
4253,N,H,64,O,mar,fra,tec,ret,,ind,O,N,N,N,N,N,O,O,N,N,O,N,O,N,N,N,N,N,U4,nor,2,prop,N,O,N,O
4254,O,H,36,O,cel,nat,bact,act,emp,priv,N,O,O,N,O,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,0,loc,N,O,N,O
4255,N,H,50,O,div,fra,cep,act,catC,priv,N,N,O,N,N,O,N,N,O,N,N,N,N,N,N,N,N,N,U4,nor,3,loc,N,N,N,N
4256,N,F,25,O,mar,nat,bact,ina,emp,priv,N,O,O,O,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,0,loc,N,N,N,N
4257,N,H,71,N,cel,fra,sans,ret,catC,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,0,loc,N,N,N,N
4258,N,F,23,O,cel,fra,bac+5,ina,,,N,O,O,O,O,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,0,loc,N,N,N,N
4259,O,F,42,N,div,fra,bac+5,act,,ind,N,O,O,N,N,O,O,O,N,O,O,O,N,N,N,O,N,O,U4,nor,0,loc,N,O,N,O
4260,N,F,31,O,cel,fra,tec,act,catC,priv,N,O,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,0,prop,N,O,O,O
4261,O,H,34,O,cel,fra,bacg,ina,catA,priv,O,O,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,0,loc,N,N,N,N
4262,N,H,42,O,mar,nat,bac+5,act,Waut,priv,N,O,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,0,prop,N,O,O,N
4263,N,F,36,O,mar,fra,tec,act,emp,priv,N,O,O,N,O,O,N,N,O,N,N,N,N,N,N,N,N,N,U4,nor,0,prop,N,O,O,N
4264,N,H,27,O,cel,fra,bepc,act,catC,priv,N,O,O,O,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,0,loc,N,N,N,N
4265,N,F,26,O,cel,fra,sans,ina,catC,priv,N,O,O,O,O,O,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,0,loc,N,N,N,N
4266,N,H,51,O,mar,fra,sans,act,catC,priv,N,N,O,N,N,O,N,N,O,N,N,N,N,N,N,N,N,N,U4,nor,3,loc,N,O,N,N
4267,O,F,55,O,mar,fra,bepc,act,emp,priv,N,N,N,N,N,N,O,O,O,N,O,O,N,N,N,N,N,N,U4,nor,3,loc,N,O,N,N
4268,N,F,72,N,div,fra,cep,ret,emp,priv,N,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,2,loc,N,N,N,N
4269,N,H,62,O,mar,fra,sans,ret,catC,priv,N,N,N,N,N,O,O,O,N,N,O,O,N,N,N,N,N,N,U4,nor,2,prop,N,N,N,N
4270,N,F,63,O,mar,fra,cep,ret,emp,priv,N,N,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,2,prop,N,N,N,N
4271,O,F,31,N,cel,fra,bac+2,act,catA,priv,N,N,O,N,O,O,O,O,N,N,O,O,O,N,N,N,O,N,U4,nor,0,prop,N,O,O,N
4272,N,H,33,O,mar,fra,bac+5,act,,ind,O,O,O,N,O,O,O,O,N,O,O,O,O,N,O,N,N,O,U4,nor,0,prop,N,O,O,O
4273,N,F,31,N,mar,nat,sans,ina,emp,priv,N,O,O,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,0,loc,N,N,N,N
4274,O,H,63,O,div,nat,bac+5,ret,catA,pub,N,N,N,N,N,N,O,N,N,N,O,N,N,N,O,N,N,N,U4,nor,2,prop,N,N,N,N
4275,O,F,74,O,mar,fra,tec,ret,catC,priv,N,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,4,prop,N,N,N,N
4276,N,H,29,O,mar,fra,bact,act,emp,priv,N,O,O,N,N,O,O,O,O,N,O,O,N,N,N,N,N,N,U4,nor,0,loc,N,N,N,N
4277,N,F,25,O,mar,fra,bac+5,act,emp,priv,N,O,O,N,O,O,O,O,O,N,O,O,N,N,N,N,N,N,U4,nor,0,loc,N,N,N,N
4278,N,H,26,O,cel,fra,bact,act,emp,priv,N,O,O,N,O,N,O,O,N,N,O,O,O,N,N,N,N,N,U4,nor,0,loc,N,O,N,O
4279,N,F,28,O,cel,fra,bac+2,act,emp,priv,N,O,O,O,O,O,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,0,loc,N,O,N,O
4280,N,H,37,O,mar,fra,bac+5,act,emp,pub,N,O,O,N,N,N,O,N,N,N,O,N,N,N,O,N,N,N,U4,nor,0,loc,N,N,N,N
4281,N,F,32,O,mar,fra,bac+5,act,Waut,priv,N,O,O,O,O,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,0,loc,N,N,N,N
4282,O,F,57,N,veu,fra,bacg,ina,emp,priv,N,O,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,3,loc,N,N,N,N
4283,O,H,31,O,mar,fra,bac+5,act,,ind,N,O,O,N,O,O,O,N,N,O,O,N,N,N,O,N,N,O,U4,nor,0,prop,N,O,O,N
4284,N,F,32,O,mar,fra,bac+5,ina,catA,priv,N,O,O,N,N,O,O,O,O,N,O,O,O,N,N,N,N,N,U4,nor,0,prop,N,O,O,N
4285,N,F,55,N,div,fra,sans,act,catA,priv,O,,,,,N,O,N,O,O,O,N,N,O,N,N,N,O,U4,nor,2,prop,N,O,O,O
4286,N,H,31,N,cel,fra,sans,ina,emp,priv,N,O,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,1,loc,N,N,N,N
4287,N,F,28,N,cel,fra,bac+5,ina,,,N,O,O,N,O,O,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,0,loc,N,N,N,N
4288,N,H,50,O,mar,fra,bepc,act,catB,priv,N,N,O,N,N,O,O,O,N,O,O,N,O,N,O,N,N,N,U4,nor,2,loc,N,O,N,O
4289,N,F,47,O,mar,fra,bac+2,act,catA,priv,O,N,N,N,N,O,O,N,N,N,O,N,N,N,O,N,N,N,U4,nor,2,loc,N,O,N,O
4290,O,H,62,O,mar,fra,bac+5,act,catC,priv,O,N,N,N,N,O,O,O,N,O,O,O,N,N,O,N,N,O,U4,nor,0,prop,N,O,O,N
4291,O,F,42,O,mar,fra,bac+2,act,catA,priv,N,O,O,N,O,O,O,N,N,O,O,N,N,N,N,N,N,O,U4,nor,0,prop,N,O,O,N
4292,N,H,41,O,mar,fra,tec,act,catC,priv,N,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,0,prop,N,O,O,O
4293,N,F,36,O,mar,fra,bepc,act,emp,pub,N,N,O,N,N,N,O,O,N,O,O,N,O,N,N,N,N,N,U4,nor,0,prop,N,O,O,O
4294,N,F,29,N,cel,fra,bac+5,act,catA,pub,N,O,O,O,O,O,O,O,N,N,O,O,N,O,N,N,N,N,U4,nor,0,loc,N,N,N,N
4295,N,F,24,N,cel,fra,bact,ina,,,N,O,O,N,O,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,0,loc,N,N,N,N
4296,N,H,79,N,div,fra,cep,ret,catC,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,1,loc,N,N,N,N
4297,N,H,36,O,mar,fra,tec,act,catC,priv,O,N,O,N,N,O,N,O,N,N,N,O,N,N,N,N,N,N,U4,nor,0,prop,N,O,O,O
4298,N,F,28,N,cel,fra,,ina,Waut,priv,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,0,loc,N,N,N,N
4299,N,H,76,N,cel,fra,bac+5,ret,catA,priv,O,,,,,O,N,N,N,O,N,N,N,N,O,N,N,O,U4,nor,0,prop,N,O,N,O
4300,O,H,66,O,mar,fra,bac+5,ret,catA,priv,O,N,N,N,N,O,O,O,N,O,O,O,N,N,N,N,N,N,U4,nor,3,prop,N,N,N,N
4301,O,F,72,N,veu,fra,bact,ret,emp,priv,O,N,N,N,N,N,O,N,N,O,O,N,N,N,N,N,N,O,U4,nor,0,prop,N,N,N,N
4302,O,H,55,N,div,fra,tec,ina,catA,priv,O,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,2,prop,N,N,N,N
4303,O,F,49,O,mar,fra,bacg,act,catA,pub,N,N,O,N,N,N,O,O,N,O,O,O,N,N,O,N,N,N,U4,nor,2,prop,N,O,O,N
4304,N,H,68,O,mar,fra,tec,ret,catC,priv,O,N,N,N,N,O,O,O,N,O,O,O,N,N,N,N,N,O,U4,nor,3,prop,N,N,N,N
4305,N,H,35,O,mar,fra,bepc,act,catC,priv,N,N,O,N,N,O,O,O,N,N,O,O,N,N,N,N,N,N,U4,nor,2,prop,N,O,N,N
4306,N,F,35,O,mar,fra,sans,ina,emp,priv,N,N,O,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,U4,nor,2,prop,N,O,N,N
4307,N,F,72,N,veu,fra,,ret,emp,priv,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,2,prop,N,O,N,N
4308,N,F,34,N,cel,fra,sans,ina,catC,priv,N,,,N,O,N,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,0,loc,N,N,N,N
4309,O,H,29,O,mar,fra,tec,ina,catC,priv,N,O,O,N,N,O,N,O,N,N,N,O,N,N,N,N,N,N,U4,nor,0,loc,N,O,N,O
4310,N,F,25,O,mar,fra,sans,ina,,,N,O,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,0,loc,N,O,N,O
4311,N,F,29,O,mar,fra,sans,ina,catC,priv,N,N,O,,,O,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,0,loc,N,N,N,N
4312,N,H,72,O,mar,fra,cep,ret,catC,priv,N,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,0,loc,N,N,N,N
4313,N,F,63,O,mar,fra,cep,ret,catC,priv,N,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,0,loc,N,N,N,N
4314,N,H,42,O,mar,etr,tec,act,,ind,N,N,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,0,prop,N,O,O,N
4315,N,F,31,O,mar,etr,sans,ina,,,N,O,N,N,O,O,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,0,prop,N,O,O,N
4316,N,H,26,O,cel,fra,sans,ina,catC,priv,N,O,N,O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,0,loc,N,O,N,N
4317,O,F,25,O,cel,fra,sans,ina,emp,priv,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,0,loc,N,O,N,N
4318,N,H,69,O,mar,fra,cep,ret,catA,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,4,prop,N,N,N,N
4319,O,H,83,O,mar,fra,bac+5,ret,catA,priv,O,N,N,N,N,O,O,O,N,O,O,O,N,N,N,N,N,N,U4,nor,2,prop,N,N,N,N
4320,N,H,28,N,cel,fra,,ina,emp,pub,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,1,loc,N,N,N,N
4321,O,H,53,O,mar,fra,sans,act,catC,priv,N,N,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,1,prop,N,N,N,N
4322,N,F,48,O,mar,fra,bepc,ina,emp,priv,N,N,O,N,N,O,N,O,N,N,N,N,O,N,N,N,N,N,U4,nor,1,prop,N,N,N,N
4323,N,F,83,O,mar,fra,cep,ret,emp,priv,N,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,3,prop,N,N,N,N
4324,O,H,75,O,mar,fra,bac+2,ret,catC,priv,N,N,N,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,U4,nor,2,prop,N,N,N,N
4325,O,F,68,O,mar,fra,bacg,ret,catA,pub,N,N,N,N,N,O,O,O,N,N,O,O,N,N,N,N,N,N,U4,nor,2,prop,N,N,N,N
4326,O,H,40,O,mar,fra,bac+5,act,catA,priv,N,N,O,N,O,O,O,O,O,O,O,O,O,N,N,N,N,O,U4,nor,0,prop,N,O,O,N
4327,O,F,34,O,mar,fra,bac+5,act,catA,pub,N,N,O,N,N,N,O,O,N,O,O,O,O,N,N,N,N,O,U4,nor,0,prop,N,O,O,N
4328,N,H,49,O,mar,fra,tec,ina,catB,priv,N,N,O,N,N,O,N,O,N,O,N,O,N,N,N,N,N,N,U4,nor,1,prop,N,O,O,O
4329,N,F,46,O,mar,fra,bepc,act,emp,priv,N,O,O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,1,prop,N,O,O,O
4330,N,H,23,N,cel,fra,,ina,emp,priv,N,,,,,,N,O,N,N,N,O,O,N,N,N,N,N,U4,nor,1,prop,N,O,O,O
4331,N,H,39,O,mar,fra,tec,act,emp,priv,N,O,O,N,N,O,N,N,N,N,N,N,N,N,N,O,N,N,U4,nor,0,loc,N,O,N,N
4332,N,H,27,O,mar,fra,tec,act,catC,priv,N,O,O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,0,loc,N,O,N,O
4333,N,H,34,O,mar,etr,sans,act,catC,pub,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,0,prop,N,O,O,O
4334,N,H,44,O,mar,fra,tec,act,,ind,N,O,O,N,O,O,O,N,N,N,O,N,N,N,N,O,N,N,U4,nor,0,prop,N,O,N,N
4335,O,F,44,O,mar,fra,tec,act,,ind,O,N,N,N,N,N,N,O,N,N,N,N,O,N,N,N,N,N,U4,nor,0,prop,N,O,N,N
4336,N,H,31,O,mar,fra,sans,ina,catC,priv,N,O,O,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,U4,nor,0,loc,N,O,N,N
4337,N,F,28,O,mar,fra,sans,ina,emp,priv,N,O,O,N,O,N,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,0,loc,N,O,N,N
4338,N,H,42,O,mar,fra,bac+5,act,catA,pub,N,N,O,N,N,N,O,O,O,N,O,O,N,N,O,N,N,N,U4,nor,0,prop,N,O,O,N
4339,N,H,50,N,mar,fra,cep,ina,catC,priv,N,N,O,,,O,N,N,N,N,N,N,N,N,N,N,N,N,U4,nor,5,prop,N,O,O,N
4340,N,H,23,O,cel,fra,bac+5,ina,emp,priv,O,O,O,O,O,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,nor,0,loc,N,N,N,N
